,pc_1,pc_2,pc_3,pc_4,pc_5
19389,-7.910833,-1.4988142,1.7884594,-0.35343587,5.4318213
17372,-2.2090745,-4.326493,-6.17733,0.0009935823,-1.3654429
18550,-1.3680457,3.7612407,4.307323,2.019401,-6.177097
17969,-6.4257693,-5.606187,-1.5523922,-3.2971642,4.874683
19229,-8.878386,1.9538832,2.728751,-4.6011734,5.5318685
17997,-7.004194,4.2140718,-2.1550777,-2.0519764,0.6535621
18226,12.587241,5.689187,0.84774816,-0.3190013,4.058777
18576,-2.2596843,-2.4559772,-4.692836,2.526326,-0.18556975
19076,13.49113,5.3165956,-2.252552,-1.0064507,-5.828545
18439,14.052719,0.87812406,0.47344074,-0.9760262,9.336071
18471,-4.296501,-4.805622,-4.101272,3.2315433,1.8096083
18932,-4.9712076,-6.861411,1.8114294,-3.053251,4.0527143
19376,-5.534726,-3.5404508,-0.59202766,-0.048535015,3.764209
18020,-5.188635,-3.8533347,3.972052,-0.19698371,7.0568843
18680,-5.4212165,-3.922267,3.2718806,1.7837725,4.06076
17676,-6.4225974,0.08609717,0.701558,0.31040645,2.9150925
18354,-4.3389864,-5.7379622,5.1588316,-4.8213606,6.687616
18636,-12.302629,18.888788,1.44498,-0.98239636,3.5016882
19009,-1.4777751,-2.2388446,7.3442287,-1.8114302,-1.3036582
19244,13.816899,0.8682755,-0.6451999,-1.2627103,8.116778
17876,-5.640017,-4.5467944,0.041633915,0.37586635,4.095652
18425,13.964995,2.8492117,4.7397566,-3.519219,-3.78034
18065,-5.628511,-3.6810656,-5.4862304,-2.4896529,2.6774561
18127,-5.263132,-1.9403924,-2.2770865,-3.4824219,0.87432057
18398,-6.7721505,-3.0242229,-0.75277936,-0.34487122,2.6068532
17948,-10.650574,19.441692,2.2499175,2.5882072,2.745096
19039,-8.431198,-2.1383598,-2.2126803,-3.177187,6.573843
18347,-5.585616,-3.8798277,8.869031,-8.849882,0.60242975
17824,-1.5945715,-0.27501813,5.852688,1.1240082,4.792831
18648,-4.854177,-2.003281,-7.164489,0.17230454,-2.780011
17863,-4.234555,-3.4710383,-0.887965,0.2600014,6.0558376
18762,-9.698001,9.237358,0.67777985,-3.0927281,1.5820171
17959,-4.319601,-3.6314359,-2.877971,-1.6077076,2.0924785
17783,-6.945149,-3.923594,-5.027689,-0.45806247,3.1961594
17571,-4.2946854,0.45771712,3.242322,-1.3395633,-3.661662
17837,-6.4949236,2.730621,-1.3321253,0.37226617,0.99847347
19128,-3.389936,2.0237768,12.688968,-6.0035424,-3.455123
11949,-9.125416,0.4214229,-10.8675785,-3.6334267,-4.1327834
11882,-5.1000533,-3.3111098,11.037294,-3.7588296,-2.687961
11916,-3.8299143,-5.879073,0.9053697,-3.1340835,-4.01846
11905,-1.6602488,-2.5918448,4.5733237,-1.8077924,-9.031281
11938,-6.3084364,-3.3039289,-7.6694202,-1.1423001,-1.9964505
11927,-3.7830968,-4.3434396,4.493906,-5.6041245,-7.861896
11858,-5.0518336,-5.9637017,-4.576885,-1.9029382,-3.7626116
22012,13.503217,2.3137753,4.4885607,-3.5875075,1.7631391
22026,-7.435371,0.7005212,-0.813546,-2.2802632,-1.5542657
21969,-4.950498,-0.28228492,-4.065478,1.3406116,2.5315135
21997,-4.7906103,-4.5985065,6.0344853,-3.0573983,3.8521438
21902,-4.4585133,-5.254931,0.86457235,0.14294964,10.8994875
21894,-3.4866164,-5.6047564,-3.8791306,1.3073696,0.37419802
22040,-10.524722,19.655201,1.8503412,2.4429855,2.2198877
10907,-1.941307,-0.79304963,-0.81456137,8.859366,-3.5830529
11035,-4.652325,-5.3638287,-5.9528475,-0.0065567815,-2.2250853
10829,-4.626892,-0.97727925,-3.6266499,3.6076303,-0.8924156
10870,-4.1333294,2.9587815,-5.2548776,4.540487,-2.1966968
11019,-4.3389893,-7.497649,-1.4402609,-2.7703426,0.97580796
10793,0.080793396,-3.5643315,-2.6320376,3.1467624,0.33835003
11111,-7.8794804,-5.460764,-1.2599592,-3.2340727,2.6841156
21921,-5.048998,-5.5330143,-0.06306694,-4.9762564,2.769504
21983,-2.9480603,-4.581981,1.0361493,-2.3700137,-4.1103425
21954,15.473904,0.18179707,2.9085352,-2.0356097,-0.7010793
22082,-5.9672236,4.760201,3.5739193,3.76288,0.22865732
22068,14.548094,1.8257755,-1.5236884,-0.9675669,-3.2651715
22054,-0.78961897,-1.4277269,3.9581482,1.1758611,3.827172
21930,14.587618,1.4469775,0.8926201,-2.5679865,-5.069458
13124,-4.3893714,-4.9558234,2.6631353,-0.8599844,-2.9269369
13076,-6.8695407,-3.9231675,4.363558,-1.1082551,9.063396
13093,-5.500733,-4.628781,-2.8438184,-4.8619204,0.11390551
13176,-0.7056323,-0.6926219,5.006851,4.7814355,-3.0086582
13110,-6.020886,-3.4691813,5.1873503,-2.3947668,-5.9963737
13138,-11.811027,19.152779,1.6503475,1.1278518,3.9088213
13164,-4.8957386,-3.3763416,1.3805028,-3.115896,0.5832379
17560,-5.8005004,-3.5667686,-1.4184443,-6.179751,-2.4759247
17966,-6.664429,-5.090164,0.36050606,-5.1160817,0.22666743
17373,14.725174,2.826471,10.211792,-5.215984,-4.651873
17605,-9.788878,18.922724,1.6934825,0.7502235,1.4797312
17945,-4.2474074,-4.4708796,0.19749464,-2.8886797,9.753889
17433,-5.839349,-4.459697,-1.5629529,-4.513484,4.393988
17806,-6.925694,-3.3095763,-2.8074517,-3.4269722,6.2620645
17545,13.654944,1.9584919,-1.4490852,-0.272614,9.217937
17620,-3.063417,-2.8548312,-6.2015686,0.6754582,-4.434411
17450,-3.7113216,0.70869255,5.1844444,-2.1574478,-4.1805162
17820,2.0136788,-4.174799,-2.9274375,17.213303,-3.506046
17910,-7.1702166,-6.050889,-4.316768,-1.4621925,2.6322625
17393,-4.448381,-4.4771967,2.1497018,-1.0610659,-4.790568
17956,-13.626733,18.698751,1.4945228,0.023359783,1.5657285
23572,1.5962056,-2.1714296,5.57171,0.0670729,-8.473461
23324,12.183371,5.2236657,-1.6544988,-0.02389255,5.280737
23298,-9.128999,1.2830266,2.3684297,-3.254833,2.6142526
23547,-11.52302,18.826775,2.037551,3.45244,0.69451576
23293,14.103851,-0.8973132,-7.7147346,0.47065642,4.676201
23316,14.93468,1.7506986,0.80706793,-1.7487823,-5.4927783
23440,-3.1604269,-1.6462418,7.4262614,-7.4711895,-5.8691835
23495,-4.5106564,-3.179868,-6.411765,-2.4075112,-2.5589519
23508,-6.665618,-0.92216885,-1.1940944,-1.3540905,8.2431
23309,-4.8750887,-6.737123,-1.5180799,-6.0707026,-1.395308
23482,-7.1997237,-0.17129052,-0.4203073,-1.0551478,6.4047713
23468,-5.0738244,-3.0431056,2.283783,-1.1698356,-1.6058015
23362,-4.8364673,-6.9010806,1.0465194,-6.942711,-3.512831
23521,-5.7130947,-3.0059652,7.483502,-8.19996,-8.838027
23349,-1.0786654,-5.2837696,1.7248561,3.4648705,0.052505184
23454,-4.9985003,-2.45071,-4.272618,2.2070231,5.983772
23410,-5.1262107,-6.5872726,0.018674536,-6.597959,-4.9703484
23425,-1.8398432,-7.1113644,2.3964512,-2.5617747,4.2312484
23336,-1.2103751,-3.8247948,-0.32132122,0.71310544,-1.524239
23303,14.08997,3.2966464,8.608413,-4.7450857,-0.89625275
23394,-5.5888643,-5.3222146,6.2182255,-7.7291226,-5.463798
2295,-1.8942854,-1.0467666,-7.2069097,0.7381308,-6.082482
2456,13.603411,-0.7487628,-9.729387,0.6642619,5.1144156
2393,-5.9578047,-3.2600958,-7.1200724,1.2289392,-4.760511
2444,-10.086022,19.201618,1.8857517,0.6004249,3.5031173
2419,-8.627495,4.651285,-9.60459,0.3550327,-5.4955645
2371,-7.0305495,-3.8984137,-7.4335437,-1.5600318,1.0725145
2337,-4.420529,-5.453687,-5.676614,0.29943517,4.1995044
3089,-0.4111335,-3.932542,1.1134961,3.422629,-7.56797
706,-6.0395193,-4.0452943,6.314277,-6.791381,1.6364282
1342,14.962569,-1.0207235,-2.869102,-0.62813705,4.246128
1620,-4.6955123,-3.670456,-5.465076,-0.97898996,-7.499587
2557,-6.135364,-0.8010148,-3.3122969,-1.4066242,2.519152
2952,-8.561412,-2.7551708,-1.20116,-1.2009863,10.767025
1910,-3.2075746,-4.4231915,3.2049863,0.38772118,9.888552
1350,-1.9195701,-8.0223255,2.247641,-0.5398795,-0.35641956
2238,12.928827,0.66396487,-7.006666,-1.3443077,-1.1428225
553,0.85729355,-6.3625216,2.074976,4.6779633,9.948911
1771,-5.2865376,-4.948737,-6.5006495,-1.7730116,-1.7828755
3177,10.817828,8.812365,-3.0023344,-0.8031894,0.9053445
2627,-12.10183,18.56871,0.85753113,-0.51617527,0.072478816
3063,-4.5786037,-1.9311985,-0.7379464,-2.4633,-0.32934636
23727,-1.9694015,-3.5752163,-1.547326,3.5850744,7.4241133
23772,-0.1960604,-8.111616,3.5293844,8.196594,2.4891458
23757,-4.3764706,-4.9229226,1.2800255,-1.5561403,12.134622
23802,13.702821,3.0431137,-2.2304306,0.6016324,5.9487686
23659,3.0764532,-6.283329,11.339865,14.706102,-1.3160082
23868,-1.617057,1.8565294,-0.08245117,0.38580546,-6.631627
23681,-3.8377113,-4.185894,3.2579534,-0.9787805,10.888726
11002,-6.8747387,-4.968666,-6.3451605,0.13080788,2.2552307
11067,9.825718,4.5157347,-7.7222605,0.32732016,-5.0200496
10841,-3.9281752,-1.1349387,-2.0609481,5.8782516,-3.924726
10786,-2.4541516,-1.7447207,0.73307633,6.00886,-3.0629787
10927,1.7932808,-4.5568237,2.6692948,17.898531,1.3203133
10779,-6.7781324,0.77370334,-2.0758612,-0.22719632,1.9197986
10947,-4.8838067,-1.4962091,-4.3583913,-0.02613982,1.4956273
1759,0.09821263,-4.838266,3.8771996,3.565128,2.3438973
953,-2.720494,7.6540437,-3.3172762,3.148024,-2.0585294
512,14.926798,-0.6036823,-0.056886077,-0.8075711,5.955477
2883,-6.4697804,0.40231964,5.3425207,0.6642927,9.797571
1046,13.487087,0.5817002,-4.8153768,-0.95545346,3.0506897
2755,-11.318969,19.69854,0.9202227,-1.8568703,3.4698534
1578,3.232064,-6.1387634,11.378755,7.6645713,-1.0157068
1653,-3.169603,-2.307856,-2.2492461,3.3822188,5.049266
1334,12.237575,4.030928,-11.158523,0.53031176,-2.8645282
282,-7.0485616,-4.124442,3.6387234,-5.1779146,-0.18426377
2896,-6.8705163,1.0364318,-5.1391277,-4.2027164,-5.7176943
2788,-6.401961,5.485484,-1.3415679,1.8216141,-1.6993926
1895,-3.1661162,-3.0112941,0.16751975,-1.379988,-0.5349189
222,-5.7010503,-4.0248966,0.91814214,-4.030013,-6.4265227
2835,-13.712373,18.695494,1.6600336,0.7522075,1.7990005
394,12.841095,2.463771,-10.860717,-0.22169997,-7.1628294
2588,-3.4032795,1.6093831,2.893502,1.7490559,7.664479
3310,-3.8259714,-6.449298,-1.4940351,-2.2888136,7.3613997
1602,-3.5471928,-4.7446585,3.4445267,-0.73434377,9.735921
2925,-2.707065,-5.1337905,5.6940546,-0.593389,7.7319136
179,12.319167,5.157221,-5.9701777,-0.66287607,-4.985641
2733,-4.8204308,-6.2223926,-5.1786814,-3.1002162,-3.891006
1797,-1.7034959,1.0693165,-6.397184,-0.14737022,-2.4026325
3270,1.2972361,-5.8449306,-0.7374117,11.631279,3.0210342
2478,-12.904356,19.622824,0.54067296,-1.557332,1.7523602
2850,-5.468402,-5.7110295,-6.9438562,-1.4697025,0.66307795
666,-5.7644033,-5.710422,3.6493452,-5.2448206,-4.870899
1204,-3.1217234,-2.2106068,8.551037,-0.5924429,3.850634
646,14.338706,1.6694589,-0.40423426,-2.1434524,2.6449556
121,-4.8648973,-5.1798725,-2.7640817,-1.839367,2.9926934
236,14.514419,1.9803127,3.0251129,-3.747118,-5.028165
1959,-4.7088637,-3.1859443,-0.24203165,3.6074584,11.887528
2467,-6.3474026,-6.4547553,-0.14056817,-2.529329,7.4929776
2601,-10.013501,4.625867,-10.287774,-1.7595568,-5.407863
2563,-5.6800475,1.1445388,-5.1391363,-1.2044382,-5.022671
1666,-4.4421926,-5.523074,-3.5788348,-0.73915166,-5.2575164
1641,-3.4988406,2.1456418,-3.4790075,-0.23368068,1.3077295
1019,-2.6339302,-7.391989,4.093254,3.366572,6.841962
699,13.668888,0.6592735,-1.043164,-2.4608204,2.2470894
3136,-5.9607286,-2.1100883,-5.1947517,1.6918259,1.8720101
2857,-9.581033,4.958762,-9.876376,-2.0282657,-3.4548512
2766,-13.714913,18.454998,1.2084694,-2.0509493,2.859736
18676,-2.872627,-3.146743,-0.19011365,0.0737146,13.889657
18742,-10.775121,18.84131,1.9271746,3.0064273,1.6780654
18753,-5.5385966,-0.09730638,4.0319796,-4.1128707,10.3336
18666,-2.7403622,-1.4848403,4.0672746,-2.5319233,0.03060572
18921,1.5530894,-4.0042744,-4.650678,4.404887,-1.083605
18799,-7.134785,-1.9919194,5.1246743,-3.7048888,6.155352
18389,13.633378,1.3074154,-3.3354304,-0.9398866,2.6056864
18050,-6.253718,0.29730645,3.7934742,0.52681136,-2.6884463
18290,-4.137046,-0.6048696,4.8936977,2.7542565,-0.15100433
18117,-3.3891158,-7.620311,-1.5595416,-1.2868142,4.980782
18632,-4.1477866,-6.514345,2.62238,-2.2133932,5.1271477
18969,-3.7297618,-3.9008355,7.77966,-3.7959352,3.0794637
19029,-5.0639253,-4.27753,2.3834214,2.0034711,9.566513
18871,-1.8910674,-1.6881255,5.7529345,1.7560544,-3.8682504
18070,-5.417047,-2.3437953,-0.29555434,-0.4263774,5.8465533
18529,11.424778,8.2208805,-7.4100685,0.106272414,-0.9145349
18608,-3.6649296,-2.087916,-2.5532246,-1.0455317,1.9272987
18513,-7.0469995,2.6271377,-0.23080768,-5.5315256,-4.0607467
18817,-2.7469914,-3.9576323,-3.3175733,0.26904222,6.9670086
19014,-9.754414,20.252623,1.214469,1.2546871,3.2497258
18423,-3.747235,-3.5972235,9.022411,-6.4780135,0.970267
18937,-9.494963,4.8067493,-2.2703934,-4.281152,-3.1082902
18256,-3.6041389,-5.259057,4.747743,1.5081829,10.688428
18953,11.27167,8.756057,-5.598033,-0.38380674,-1.5991807
18232,14.472106,-0.041674066,-2.2566361,-0.36065072,2.3992894
18620,-7.3390613,-0.3063361,0.27641863,0.07467336,9.210575
18905,-12.892654,18.692127,1.883267,0.81398666,4.1721973
18217,-0.6114836,3.1154525,2.1930869,17.970839,-5.32753
13260,-4.0534525,-4.672222,-2.1632462,-3.7316759,-3.9849446
13227,-4.785711,-0.4571384,2.1092913,-2.495216,1.324007
13295,12.773344,4.5173407,-8.521826,1.0129917,-2.5301878
13290,13.627637,1.8373293,-7.6359305,-0.038480163,0.85372424
13141,0.8269042,0.4517696,3.292228,3.5209072,2.0885987
13167,13.91109,-1.1484635,-6.2998877,0.042116333,6.8728857
13062,-2.1012695,0.31276664,-1.6079146,3.4115708,-2.2407036
18414,-8.317935,-1.5231395,2.3782358,-1.4359902,5.979107
18393,-6.8327236,-5.4932365,-3.344808,-3.5769866,4.59863
18044,-3.022594,-5.080126,8.80943,-2.8646257,6.4757924
18168,0.775515,-1.687604,3.9138424,3.3517234,-2.5189214
18718,-4.7589707,3.9766045,-8.987518,1.7905983,-2.0343127
18056,-5.355729,-3.599573,-1.1146681,-2.762795,7.537855
18301,-3.133163,-4.396701,2.1892183,-1.4337094,1.9717208
9407,-6.8512607,1.445556,14.533241,-4.2950354,-5.0426536
9242,-0.7357994,-3.5064983,10.677235,-1.9447322,3.5318246
9428,-7.112518,3.215003,-5.1535273,0.62270415,-3.0270905
8872,-7.583722,-2.455957,-4.561838,-3.1810288,6.104033
8989,-3.2290976,-0.6513508,-2.7323089,0.8886616,-0.67902726
9618,-6.6873946,-2.4551866,4.297547,-4.59889,5.020463
9604,-5.7055697,-3.4422216,-0.39693162,-3.0400693,3.2755513
9575,-14.159329,18.249277,1.3361101,-1.5202137,3.4120073
9061,-2.979739,-2.182333,11.782511,-5.394947,-8.25405
8825,-1.0312139,-5.5455236,-0.69613594,7.959732,-0.28164947
9025,-3.6128786,-6.2613115,-0.75776625,-1.6723189,1.1513832
9528,-1.3898473,1.0148535,10.877641,-4.0924597,-8.570491
8901,-3.435733,-4.567683,8.692884,-5.032211,3.2218976
9493,-6.3973484,-4.9124393,-5.2785354,-0.55289936,-3.8908656
9419,0.0081697805,-3.3492956,-0.13973261,4.494909,-2.4319592
8814,-9.658594,20.047901,2.0887842,1.1748241,3.7857146
8858,-7.6987705,6.3271737,2.1630278,1.4824268,3.1908197
9287,-5.6934733,-4.987196,1.7921729,-1.1345786,4.610903
9001,-3.1203425,-2.3427033,-3.6869402,-4.0398984,3.092586
9395,-5.49951,-1.9972311,-1.247,0.12821251,11.162735
8965,-5.787809,-2.585856,4.207631,-2.224056,9.104597
9301,-5.5417233,-3.1649833,2.5448608,-3.0053372,7.696147
9073,-1.8970879,-2.3860316,-0.78675485,-1.9381118,0.09556733
9590,0.47725353,-1.9214206,-0.42232478,2.2224119,3.619759
9272,-1.4506438,-1.9779626,1.1377727,-0.37747964,-0.873787
9502,-5.463005,-0.8639842,-0.4990953,-0.6519333,-0.889461
8798,-6.4986677,-1.7280823,-4.74035,-2.8324661,-4.4238524
9212,-5.7084007,-3.7872357,2.4268212,0.89408106,5.9472113
9356,13.549446,3.1914015,-0.754388,-2.1107056,0.61958206
9013,-5.343872,-5.8684793,-7.3176117,-2.535427,2.9411597
9451,-4.920633,6.6734457,1.4570613,-0.9758372,1.6922069
9049,-3.7095988,-5.442361,11.886432,-7.2528567,1.5440595
9514,-4.357199,-6.6329923,1.9159505,-2.5192623,9.746357
9315,-1.8611459,-7.011016,2.8103244,-2.1637673,0.9303999
9186,-6.712375,0.7209183,-4.3212576,-3.4038625,-2.7217925
8927,-6.0788574,-4.959313,-0.43602076,-1.1628634,9.057264
8887,-5.0435443,-2.021452,2.1702304,-2.7193537,3.239333
9165,-3.1357412,-6.100814,3.395897,1.5668385,2.9949346
9175,-10.498423,19.297647,2.3603132,3.2600515,3.2341542
9445,-5.8149242,-0.8650566,-5.002716,-1.3295403,-1.4162606
8804,-10.7098875,2.8729384,-8.796223,0.822842,-5.0064144
8914,-3.4685903,-5.2774878,5.081477,-2.4758322,3.16136
8977,14.3005905,0.74123544,-1.5280415,-1.5182409,4.4421244
9329,-4.773629,-4.02025,-0.9034604,-4.0491605,3.531819
8953,-1.8910671,-5.4476085,10.583424,-1.6111574,4.1366677
9257,-3.4779274,-5.5517144,4.058519,-3.794051,9.7630415
9382,-8.253859,1.4039143,2.148988,-1.7703635,8.326183
9632,-2.736147,-0.9827483,4.71665,-1.3688582,-1.3215635
8940,-3.3933043,-7.296764,1.8425053,-3.58282,10.144201
1069,-8.808229,8.749151,-0.16942337,0.41059962,1.9461468
1039,-4.1878614,-2.327294,3.1532311,-2.5814493,-0.0121785095
1021,-2.9876673,-1.4013019,1.0217211,-0.21680589,0.03926026
1030,-3.3658671,0.14608993,13.364918,-3.5073338,-2.5465605
1002,-6.6801662,5.0511394,1.7140285,2.4107077,4.7690353
1094,-10.355578,19.78176,1.902817,0.8118234,4.712608
1058,-0.9899336,-2.027832,-1.3543198,12.107354,-2.6283362
22593,-14.651999,17.751682,1.8383156,0.9679704,2.101557
21990,-2.7876258,-3.2644558,2.4039423,1.7402488,8.397836
22856,-6.223414,-0.26639265,3.1142452,-0.4961058,0.8441013
14549,12.732543,5.574692,-2.74126,-0.20695008,-1.5211233
17401,-6.315651,-0.645704,-6.3096747,-0.6624721,-4.9375973
14581,12.674379,5.55569,-0.8345708,-1.3296793,-3.9635465
19075,-12.956121,18.388933,1.574006,-0.05452497,2.0146244
13019,12.025424,7.7941313,-2.2138474,0.0022387516,0.5897067
13250,13.612789,3.0247128,-5.3905444,0.31090784,3.0059192
13191,14.9426565,-1.1529162,-5.451619,-0.78439105,0.26340872
13127,13.752908,6.2419286,2.3568969,-0.52621967,-1.834953
13277,13.052893,1.6137589,-6.83491,0.26856476,4.328213
13239,11.891952,4.024237,-11.572876,-0.3721556,-3.0337796
13032,-5.147642,1.6251713,3.3266134,4.8847666,2.2263703
21157,-3.9273026,-5.4180083,-4.464038,3.7307384,-1.5693173
17647,-3.893767,-5.478307,-2.5328324,-3.3279424,3.53484
22498,-7.6209064,3.1471167,3.7302947,2.5496597,5.4944596
22770,-11.734917,18.46784,2.2621143,3.7396152,1.2084745
21507,-4.914254,-3.4592924,-3.606477,-3.4754095,-1.4307923
17829,-5.1772413,-6.8036838,-2.0084314,-4.557763,4.7362947
17963,-7.27494,-2.015047,-8.3343525,-0.024014007,-3.8904696
19962,-5.4256167,-4.6426363,-2.1160495,-2.4872334,3.7137866
23489,13.980791,-0.10855878,-7.4815636,-0.8875928,2.3256824
20412,0.92761225,-4.3002105,-0.90471226,18.46386,2.3233159
17991,-0.44048244,-3.8988535,-0.60499746,1.682363,-3.6946318
22364,-12.010759,19.016306,1.4674294,-0.39103678,2.5815027
19775,-2.7252097,-3.7334173,-7.106044,5.775284,-2.1360176
23475,-6.0421233,-2.829262,1.1259154,-4.538137,-4.576285
26366,-10.619187,19.38903,1.4238878,0.97058463,2.1755154
26158,-7.815115,-1.1672063,-11.0122385,-3.6646464,-5.216009
25706,-2.6219158,3.682159,1.3180711,2.1284003,-7.9469943
26349,11.818487,7.3067822,0.7416582,-1.8358363,1.3454211
25655,-6.6559563,-0.06445208,-7.196373,-3.3554084,-3.9912126
26045,-12.099119,18.76065,2.1585283,2.788083,2.2172844
25820,12.193407,5.3976817,-8.502746,-0.75023615,-3.369184
25885,-4.2190804,-7.2596207,-4.0710597,-3.541674,-1.0195916
25742,-3.716252,3.614296,-4.5393095,4.229243,-3.385537
26172,-6.008428,-3.8200617,4.6213512,-7.061291,1.8827014
25754,-0.30563387,-5.099218,-0.5199773,-0.9345144,-1.1373717
25685,-2.5238333,-6.2251225,2.102867,-2.0386493,-2.2924833
25792,13.0115385,3.2511299,-7.896385,-0.34954777,0.20612495
26068,-8.203563,-0.318169,-9.737871,-2.7258332,-4.2728167
26214,-6.2367764,-5.6481137,-6.3989096,-2.2345743,-2.2316277
26186,-7.4152074,6.8520637,-7.2323327,3.1844723,-2.8246143
26106,-4.4586844,-7.231196,-2.8481617,-3.3926303,2.5906613
26080,-3.6961749,5.136311,0.934348,3.5672023,-6.50258
25997,-0.3781759,-1.96387,-2.3661191,1.3485969,-7.114438
26332,-7.0928473,-3.133566,3.7312193,-3.7435954,2.3109584
26054,14.091391,0.8035364,-4.378992,-2.7664979,-5.704001
12406,-3.12205,0.11408418,-5.293474,1.3655477,-0.5147685
11097,-5.57571,6.853412,0.49744138,0.5397351,-2.7201033
11887,-3.7626297,-4.0163217,2.5811172,-3.7577949,-3.5829763
12845,-9.241479,20.023872,2.0320048,2.001722,3.6991575
12682,-9.413399,4.0708776,-3.5506043,-1.6565431,-4.180793
12010,-4.5271683,-6.050426,1.0772645,-4.4371433,0.27210787
11898,-3.0261672,-7.1248956,-5.8292046,-3.4123187,1.8033848
17439,14.934412,-1.5671957,1.8972981,-2.458247,2.347083
20074,-12.440513,19.358185,0.812262,-1.2371631,1.7157699
20543,-6.453274,-2.732115,6.126757,-9.273194,-7.896406
18373,1.9162574,-6.0799017,0.8914905,17.135092,-4.99805
19083,12.077431,4.3485255,-9.372096,-1.330608,-6.74856
17724,0.81728953,2.5292912,-2.08837,3.8338897,2.4660435
17871,13.548309,3.060552,4.1533365,-2.06961,5.46824
19223,14.446542,1.4180534,-1.9947102,0.14379883,4.7754936
17551,-9.123353,19.771137,2.0621688,1.4951535,3.211903
18124,-3.5926237,-2.349389,4.7182527,-0.12329748,4.2397933
18159,-5.3059154,-3.6357853,10.862585,-7.8894677,-10.333232
20165,14.095416,1.1345136,-0.2634351,-0.45601246,4.173309
20569,-13.582808,18.493149,1.2247608,0.100666784,1.5060266
20581,-1.1904297,-1.409929,9.454431,-4.4638987,-4.9566016
19956,-3.899807,-2.971951,0.73782665,2.732433,9.551097
19279,14.772719,1.1057631,5.894374,-3.1353726,2.8333397
18773,-0.95124775,-4.1477823,7.4754987,0.60583645,2.7212918
20310,2.4258306,-2.3252962,16.573751,12.857175,-7.092334
18208,-4.2692127,-3.1904995,0.79110795,-0.7689736,8.71228
20604,-6.620582,-4.2982283,3.4564013,-3.1866577,5.981072
19996,-4.4237213,-1.015848,0.90102446,3.9709556,10.443726
19847,0.20855036,-5.06292,2.2316713,14.674005,-3.0968513
17456,-4.2082844,-3.0079072,1.2250284,-2.730627,0.9098602
17506,-2.7186954,-5.922907,7.140937,-6.089808,-0.9308416
20236,-5.1262517,5.8990254,13.245999,-7.1904254,-3.5995371
17581,-5.2815466,-6.97135,-1.6516038,-3.6226513,-4.8419986
18700,-5.140464,-6.062587,1.9057277,-3.531505,5.662593
19921,-10.009752,18.952885,2.0805597,3.1981936,4.5663896
13113,-4.3716793,-5.592928,-8.038852,2.6618702,1.7641045
13155,-4.4014397,-1.1330454,-1.3873013,0.65853864,2.5409467
13079,-2.3877947,1.9688408,2.377601,9.727437,4.464527
13215,12.227121,5.9730124,-3.49199,0.16489,2.1795926
13203,0.2857349,-1.9093587,0.7842266,2.5237117,1.2906268
13096,12.9248495,1.2440685,-9.960055,-0.004947769,2.1641786
13179,-2.5036602,-3.958652,-4.6316876,1.512009,0.7703208
19151,-0.44037175,-3.7453158,7.842684,-1.9628719,-4.782476
17932,-6.3263426,-6.616625,4.575926,-6.4807315,-1.2599615
17954,-4.56016,3.206126,1.5118816,-0.821196,3.7068615
19062,-4.2750034,-5.0901656,-1.5055215,-2.9117217,2.51194
19238,-2.9870205,-5.6831374,0.9928889,1.2036792,5.3648224
17920,-7.1532264,3.1722884,1.4850887,-1.4766598,-5.1518893
19528,-6.1677694,-4.425802,1.7993855,-1.0599184,5.054866
19344,-11.545118,19.752245,1.6090825,-1.1150244,3.7756698
18862,-4.688531,-6.531358,-3.343257,-0.8708392,2.7018867
17596,14.550797,0.85822517,5.48445,-3.5315282,1.9662338
18633,-8.962618,19.373653,2.4175694,5.027364,4.467896
19407,-1.994643,-0.35569283,0.7886908,2.8894966,-7.772049
20614,-4.65991,-1.4306957,7.645866,-4.0226426,-5.715896
19681,13.955237,0.3468357,1.2163086,-4.5262346,-4.79446
18353,-3.9962745,-5.1491723,5.355452,-4.0005116,2.0318925
18141,-4.120508,-5.6515718,8.4844055,-5.4971375,4.1526427
19101,-5.0038743,-2.511001,-4.4588203,1.5009035,4.1266212
20639,-6.510318,-0.005611311,-4.0370674,-1.5270244,6.55846
18585,14.661196,0.26031372,4.4764404,-5.429951,-6.0740123
18560,-3.4573138,-5.5151706,6.343749,-3.2366376,2.1231606
17684,14.134792,0.7423692,-4.1778812,-1.3557503,-1.3717427
19006,14.428923,-0.92182577,-0.93092984,-1.9497917,5.650659
20147,-4.825695,1.5460273,-0.14601673,-2.9274151,-7.1276383
20629,-8.240866,-0.104710385,0.5127438,-4.8109803,6.48837
18380,14.991307,2.027618,5.1303244,-2.9036453,-1.5565916
18223,-3.5604944,-4.22967,-2.606445,1.8103747,4.862528
20219,-8.260126,4.1064425,2.853955,-1.0095642,3.5557232
19050,14.291754,2.1552978,3.4098816,-1.7505898,4.1655636
18367,-7.346941,2.861832,1.0478405,-5.2975755,-7.1631684
19613,-2.3794603,-2.4987726,-0.4152358,-3.0441031,1.3520745
20491,-7.0118794,-0.47623235,9.61564,-6.2400823,0.26614007
19579,-6.2052555,-0.65388656,6.0506654,-2.9787717,-0.8324656
18597,-1.8001682,3.8074658,11.590585,-3.2661998,-4.962059
18945,-5.8729987,3.0515034,-0.26651433,0.9668373,2.3381069
20183,14.196113,2.2958431,3.8462944,-2.2280762,3.117499
