,0,1,2,3,4
5159,16365,Hotel Cote Cour,"The breakfast was good despite of COVID restrictions. Location excellent. Room good, however, the door handle was broken. The heating was working, however, the room was still a bit cold during the night.",,8.0
5160,16351,Hotel Cote Cour,The room was clean and the bed comfortable. The breakfast was very nice.,"The hotel doesn't have staff at the front desk of the reception 24/7, I had to call a number everytime i needed something. 
The bathroom in the hotelroom was open, means without a bathroomdoor. This wasn't mentioned anywhere on the site when i was booking the room.",7.0
5161,16421,Hotel Cote Cour,"Great location in Durbuy village, rooms a good size, good breakfast in Hotel Eau de Roche.","Rooms were quite basic, no tea or coffee facilities, limited plug sockets.",7.1
5162,16461,Hotel Cote Cour,Placed in the city center of Durbuy,"The room needs some fresh-up. Not in a good state at all. Bathroom new and very nice, they should have made up the rest of the room the same way.",6.3
5163,16562,Hotel Cote Cour,,"Tv beeld was perfect, maar verbinding was gestoord.",10.0
5164,16393,Hotel Cote Cour,"We had 2 rooms. One room had a great rainshower, the other a rather shabby and outdated bath-shower. The location in the center of Durbuy is great. Good bed.","Bathroom in one of the rooms, breakfast was good but there was strong chlorine smell in the restaurant area which did not help appetite. Terrace of the room was dirty and full of wasps. Indifferent staff.",6.0
5165,16524,Hotel Cote Cour,"Good room, nicelocation",Bad heating in room and long time before warm water,7.1
5166,16322,Hotel Cote Cour,"Great location, rooms are big and quiet.","No personal reception. Restaurant closed due to COVID, no alternative for breakfast, no information about takeout or a microwave in a common area to heat up a meal, no cutlery. Mattress a bit too soft for my taste.",7.0
5167,16290,Hotel Cote Cour,The breakfast was very good,The only thing that was like te pictures was the badroom,6.0
5168,16554,Hotel Cote Cour,"Very big spacious rooms, warm atmosphere, well heated, very good breakfast. Highly recommended, value for money :) ",No telephone to call the reception if you need something,9.0
5169,16379,Hotel Cote Cour,"location: right at the center
- friendly staff
- good fast wifi","bedroom doorhandle was loose
- dust in corners Bathroom, radiator
- sinkplug was broken
- tv had bad quality, until it suddently went off and was broken.",6.0
5170,16570,Hotel Cote Cour,"Good location
Good breakfast ","Rooms where not like the pictures, very old and not a comfortable bathroom ",3.0
5171,16568,Hotel Cote Cour,Not much,"Unclean rooms, run down, no apparent effort to make it nice. ",3.0
5172,16544,Hotel Cote Cour,I like from the room thas very clean,I even not swim becas other hotel,5.8
5173,13181,Hotel De Fierlant,Good breakfast and excellent hot chocolate. Good  bed.,"Smell in the room (like it had not been ventilated since the last two clients). Small room and bathroom, very small sink.",4.0
5174,12742,Hotel De Fierlant,"Very reasonable price, comfortable bed, great room service, friendly staff. Fifteen minutes on foot to the train station Brussels-Midi.",There is not so much to complain about. Maybe just that the neighbourhood where the hotel is located is kind of dirty. And a slightly poor wifi.,8.0
5175,13021,Hotel De Fierlant,Very friendly staff at the reception was always helping us with our questions concerning events and the best way to get there.  Room was clean and bed okay.,The breakfast included was sufficient but monotonous.  The towels were clean but had a strange smell.,7.1
5176,12710,Hotel De Fierlant,Comfortable bad and good breakfast,Temporary connection WiFi in the room,7.0
5177,13299,Hotel De Fierlant,15 minutes on foot from Brussel Zuid train station Very clean room & bathroom,,10.0
5178,13279,Hotel De Fierlant,Breakfast and patio.,Bathroom roof looked as if it needed some maintenance and the room was extremely hot (the fridge radiated heat).,5.8
5179,12843,Hotel De Fierlant,Warm and cozy.,The chairs in the room; hard to work.,8.0
5180,3810,Hotel Dolce La Hulpe Brussels,The hotel nice the area nice.,Staff was horrible.,5.8
5181,3387,Hotel Dolce La Hulpe Brussels,We have been staying at Dolce La Hulpe on a regular basis. Great hotel in a beautiful area. Large free parking space.,"Pity that due to Covid, the bar at reception and sauna were closed. But this is understandable.",9.0
5182,3481,Hotel Dolce La Hulpe Brussels,The environment is beautifull in the middle of woods. Great place for walking.,"There was some miscommunication, but probably due to the corona time we are still in.  The second morning we would have expected our breakfast to be delivered same moment as first day, but nothing happened. Eventually they told us that everyday we had to order it at the reception. Nobody informed us of this.",8.0
5183,3712,Hotel Dolce La Hulpe Brussels,"Nothing! Room was dirty and had an attack from bedbugs.
They didn't do any efforts towards me, housekeeping checked the room for bedbugs and couldn't find them? Ridiculous if you know that you can't see those bugs and need to call a specialist to treat it with chemicals.
No refunds or suggestions.
Food poisoning from what, i don't know cause I've ordered a lot.
Really a shame! 
My daughter had to sleep on the sofa cause they refused to unfold the sofa into a bed. But I've paid for a 2 bed room. 
Waist of money! ",Everything,1.0
5184,3488,Hotel Dolce La Hulpe Brussels,"This is a covid time review, so not representative of the usual service, I guess. But overall the stay was lovely, the room was comfortable, the staff were friendly, and the swimming pool was very nice. Can't wait to go back when things are returned to some normality to enjoy the restaurant and all other things that were closed because of covid. ","Covid Time room service menu is .. drab. But that's excusable, and we simply ordered sushi from outside which was lovely. ",9.0
5185,3570,Hotel Dolce La Hulpe Brussels,"Free bike rentals were really nice. Rooms were nice and cosy, but could do with a refresh. Breakfast was limited due to COVID. The area is really nice for outdoor activities.",Breakfast was added at check-out even though it was part of the booking. We had to go back to reception to get this corrected. Rooms felt a little outdated with wall to wall carpet (we prefer wooden floors).,8.0
5186,3738,Hotel Dolce La Hulpe Brussels,swimming pool  breakfast fantastic  environment perfectly  fine bathroom perfectly  fine toilet perfectly fine,"very old furniture worn out furniture carpet very old curtains not washed dusty stains in the curtains hygiene on top of the bed not polished lampshades not polished lighting in the lampshades not polished windows not cleaned wardrobe doors not polished the handles also not polished when the sun shines on the wardrobe, this is very visible . requested baby cot not available in the hotel room.",6.0
5187,3929,Hotel Dolce La Hulpe Brussels,Very nice location next to the forest. We enjoyed the spa too. Great hotel.,The breakfast it's a bit expensive,10.0
5188,3783,Hotel Dolce La Hulpe Brussels,The area around it,It's a bit outdated. And the bedsheets wasn't clean. But most of all it's really unclear for a person who stays only for two days what you can or you can't do. Yes it's corona time. But I think it will be more clear for everybody if  in the rooms would be a sheet of paper with all the rules.,6.0
5189,3875,Hotel Dolce La Hulpe Brussels,The surrounding forest,"The beds were not that confortable. I woke up with back pain.
You need to reserve before your stay the massages. There were no slot available anymore when we reach the hotel.",6.3
5190,3452,Hotel Dolce La Hulpe Brussels,"Great location, in the middle of the woods. Depending on which room you get, you can have a beautiful view on the surrounding forrest. Good food from the restaurant.","The hotel is quite old, it seems. The pool and the rooms could all use some renovating. We also didn't like the carpet in our room. For a hotel in the middle of the woods, where your boots will unavoidably get dirty, this is far from ideal. The beds were also subpar, especially the small pillows and the sofa bed if you get a room for 4 guests. The food in the restaurant is good, but comes in small portions and is just too expensive for what you get.",7.0
5191,3919,Hotel Dolce La Hulpe Brussels,Staff was overall competent and helpful.,On our last day leaving the hotel for a connection to our train in Brussels the hotel charged us an exhorbitant fee for a taxi then forgot to place reservation with the taxi company. Fortunate our skillful drive managed to get us to our train in time.  The hotel should inform guests that they are adding a substantial charge for booking a taxi;  of course forgetting to call the taxi was unacceptable in any setting,5.8
5192,3792,Hotel Dolce La Hulpe Brussels,Location,"Cold shower and we tried at several moments.
Choice for breakfast was very limited, you have to pay extra for an egg, not even the same amount of croissants per person prepared in the bag at our table.
Food for diner was average and small portion. We had to ask 3 times to order desert and after 30 minutes wait we gave up.
We were not told that you have to book nearly 2 weeks prior to your arrival spa treatment, swimming pool slots were nearly all taken when we did the check-in, etc..
It's nice location and nice room but really expensive for the service ",6.0
5193,3426,Hotel Dolce La Hulpe Brussels,Excellent quality hotel. Room service and restaurant were excellent too. Many activities to do in and around the hotel. Definitely wanna go again.,Nothing. Everything was of good quality,9.0
5194,3400,Hotel Dolce La Hulpe Brussels,Location,Breakfast should be definitely improved,9.0
5195,3686,Hotel Dolce La Hulpe Brussels,The architecture. Somewhere in the past (1972) there was a great man (jo borgen) who did a great job. Today we benefit from this savoir faire without acknowledging it and unable to improve on him ..,"No apparent policy on food waste.
Too much AC,  too cold in the breakfast restaurant",9.6
5196,3512,Hotel Dolce La Hulpe Brussels,"A modern hotel and wellness complex situated in the heart of the forest. Very comfortable room and large bed. Ate lunch at the restaurant and found the quality below what we expected and the price above what we expected. We did not eat breakfast there as it also seemed to be rather expensive. We were able to use two e-bikes and discover more of the forest for free, which was a big bonus. We decided not to use the swimming pool due to current health risks but it looks great. We will definitely stay there again on our next visit to Brussels.",Restaurant rather expensive and not the best quality.,9.0
5197,3463,Hotel Dolce La Hulpe Brussels,Location,"Poor ventilations, too hot in a room",7.0
5198,3545,Hotel Dolce La Hulpe Brussels,"I booked for my mother in law and my wife due to the heat wave, the air conditioning was perfect and my wife used the pool and walked in the nearby forest. The modernist 1972 architecture was very well respected and would be worth preserving for the future.","Only one of the two restaurants was open and due to the coronavirus, the breakfast was simplified.",9.0
5199,3837,Hotel Dolce La Hulpe Brussels,the room,The welcome was very poor  No where to relax and have a snack  Seemed completely unwelcom as the hotel was full of students and the whole of the restaurant was dedicated to them and we were offered a table the farthest way behind glass We will not return as After travelling for 13 hrs a nice welcome was what we expected.,3.0
5200,3905,Hotel Dolce La Hulpe Brussels,The place is absolutely beautiful,Staff wasn't professional and rude,6.7
5201,3522,Hotel Dolce La Hulpe Brussels,"We enjoyed the restaurant in the hotel, and loved the forest walks around the property. A bit unusual to book the pool but this is due to anti Covid measures. Staff was nice and friendly. the room was tidy and had all we needed incl. forest view.","Having little kids we really missed a playground or a playroom at the property, it's certainly has enough space to have one.also the position of a TV in the room wasn't great but we didn't come to watch it anyway)",9.0
5202,3604,Hotel Dolce La Hulpe Brussels,"Great location, spacious rooms with stunning views. Huge hotel but it feels very private and small in the woods. Great breakfast! ","Expensive breakfast (23,- a person/day) and food in the restaurants. Also a non-alcoholic cocktail for 9,- euro I found a bit too much. 
Spa was fully booked for all of the 3 days of our stay, I guess if you want a treatment you need to book ik weeks in advance. ",7.9
5203,3673,Hotel Dolce La Hulpe Brussels,Great location in the forest (ideal to disconnect from the city although so conveniently close). Walks in the forest at different times during the year are a real highlight of this hotel. Spa facilities were fine and not overly busy as we avided a Saturday to Sunday  stay.,The only two challenges I see with this hotel are: a) the facilities and services are stretched when it is very busy (such as busy pool and busy breakfast restaurant) which can be avoided by going at off peak times and b) the restaurant still struggles to provide good food and good service (especially slow); I now prefer to take the car and visit a restaurant in La Hulpe or Genval for example.,9.6
5204,3439,Hotel Dolce La Hulpe Brussels,"Location in the middle of the forest 
Comfortable room and bed
Swimming pool
Nice to have breakfast set up served in room ","No conditioner, shower cap or body lotion (strange for a 4* property)
Breakfast could have better quality products (ex: croissants, bread and cheese were quite low quality, industrial type)",8.0
5205,3582,Hotel Dolce La Hulpe Brussels,Location ia very peaceful,Dinner choice was limited,9.0
5206,3801,Hotel Dolce La Hulpe Brussels,"The surroundings, the room, the bathroom. Food at restaurant. Staff.","Upgrade program is a rip-off: I upgraded to ""High-floor"" and that just means 1st floor :-( The ""forest-view"" upgrade gave you a limited view to a garden with some trees but than with buildings at either side. Very difficult to find the number for room-service and once you find it, they don't answer. Restaurant is good but expensive.",6.0
5207,3699,Hotel Dolce La Hulpe Brussels,The breakfast was fantastic,"The evening meal was over cooked and under seasoned, the bed was very hard and uncomfortable the pillows were far to lumpy, the hotel is extremely corporate and impersonal.",5.0
5208,25627,Hotel du Commerce,Location decor and parking. Staff were resealable you accommodating,Keith was good.,7.1
5209,25642,Hotel du Commerce,Excellent breakfast and good evening meal.,,8.0
5210,25481,Hotel du Commerce,"Charming hotel located in the middle of the lovely town Houffalize. Very nice Christmas decorations and lights. A lot of walks and ATB routes. Nice food, served in our room because of corona. We even had a jacuzzi in our spacious bathroom.","The shower head was broken, but in the end the manager himself came to fix it. The ""art"" on the walls was pretty seedy and outdated to be honest, please put some new paintings up!",8.0
5211,25600,Hotel du Commerce,Great room - quiet town - breakfast very good,,8.3
5212,25494,Hotel du Commerce,"Service is excellent, rooms very clean, inside of the hotel is more then beautiful, VERY rich breakfast.",There were some small torn on towels and sheets.,9.0
5213,25404,Hotel du Commerce,The room was very well: spacious and clean. Breakfast was very good.,No possibility to have dinner in the garden because there was no staff available even it was promised before and the hotel was almost fully booked. Even for take-away dinner the garden could not be used. Take-away pizza was not baked very well and it was not cut into slices. Very little space for the bikes in the laundry room. Both days of our stay we needed to reinstall ourselves the laundry racks and trays to create place.,7.0
5214,25468,Hotel du Commerce,"The room was spacious, bathtub was good too. Breakfast has generous portions. ","We went for the package room + dinner and we found that it was very pricey for what it was. The meal was very basic cantine-like food (smoked salmon and salad as first course, pasta and chicken for the main course and a chocolate dessert). The room was nothing close to premium.. There was no boiler or tea/coffee facility. 
The parking space is also very limited. ",7.0
5215,26029,Hotel Du Congres,Is it true that Booking.com profits from the illegal occupation of Palestine?,Is it true that Booking.com profits from the illegal occupation of Palestine?,5.0
5216,26077,Hotel Du Congres,Double bed is too small for two people. Bathroom you can't turn. Least facility hotel.,Bed is too small,3.3
5217,25242,Hotel Du Congres,"Staff was very excellent especially (mohamed and kais ) they are friendly and helpful 
The location near to metro station ",Nothing,9.2
5218,25047,Hotel Du Congres,Very good value for money and helping staff,No AC but that was fine because wasn't that hot,7.0
5219,25845,Hotel Du Congres,I had a wonderful renovated room in the backyard. The bed was very good. Staff was friendly. Hotel is close to metro station,,9.2
5220,25388,Hotel Du Congres,Everything was nice.,"This is a generale request. Please, suggest to hotel, restaurant, cafe abroad to add decaffeinated coffee and barley coffee for people not having the possibility to drink caffeinated beverages, and always include free-sugar foods for people having problem with sugars.",9.2
5221,26303,Hotel Du Congres,Wi-Fi good Room quiet as requested,Breakfast basic and unexceptional Room and public area was clean but uninviting and colourless. Limited English UK channels and one lamp bulb broken. I was in the annex across the street Fire escape on my floor was via my room - receptionist said 'not to worry'!,6.3
5222,25669,Hotel Du Congres,The staff are friendly. It is allowed to take water for drinking from the machine.,Water stucked in the shower room.,7.9
5223,26175,Hotel Du Congres,"Very nice place, near city's center,  nice and clean room. Warm in November! Tasty breakfast, suitable time for it. Wide choice of jams, good coffee and cheeses. Helpful personal.",There's no any vegetables at  breakfast. Even tomatos.,10.0
5224,25165,Hotel Du Congres,"Great breakfast offered from 6.30am to 9.30am. Friendly staff, reliable WiFi and clean rooms. Good shower with shampoo dispenser (same for handsoap). Within walking distance from the central station and shopping mile.","The room was quite cold when I checked in because the heating was off. Separate bathroom (I had to leave my room, cross the hallway and use my hotel card to enter). That was specific to this particular room though (408). The view from my room was very poor.",8.0
5225,26083,Hotel Du Congres,"I really enjoyed my stay here. The room was very comfortable and quiet, the staff was always kind and helpful, and you could make yourself a nice and healthy breakfast to start your day. I would definitely recommend it.",,10.0
5226,26288,Hotel Du Congres,Nothing,The hotel was very dirty. There were stains on the carpet. The bathroom and the room needed remodeling. It was also very noisy.,2.5
5227,25480,Hotel Du Congres,"Nice place, staff",Room with no A/C. During the summer impossible to sleep,7.5
5228,25441,Hotel Du Congres,Nice surprise. Good location and standard for that value of money.,"Could be cleaner 
",7.5
5229,24700,Aparthotel Adagio Access Bruxelles Europe Aparthotel,The staff is extremely friendly and supportive. They are the true asset of the Hotel. Perfect location,,9.6
5230,25206,Aparthotel Adagio Access Bruxelles Europe Aparthotel,"Comfortable room, good breakfast, very nice staff. The location was also very good, very close to the museums, Royal Palace and Central Station.  Good public transport connections as well.",Price seemed a bit high.,9.6
5231,24279,Aparthotel Adagio Access Bruxelles Europe Aparthotel,"Great location, super helpful and polite staff.  Good kitchen utencils and opportunity to prepare basic food. Very good breakfast! easy to take any transport, especially bus and metro. Very close to the European Parliament and easy to take bus 12 to the airport! very important if one has luggage and does not want to take taxi!",The fact that they clean only after the guest leaves the accomodation (end of stay).,8.0
5232,24316,Aparthotel Adagio Access Bruxelles Europe Aparthotel,"Great location for Government sector. Close to Metro. Nice size room. Good kitchen area if you wanted to eat in, Handy shop in lobby. Comfortable bed. Good Hot shower. Was very clean. Very friendly staff. Buffet continental breafast did the job. I will be staying here again.",,10.0
5233,25771,Aparthotel Adagio Access Bruxelles Europe Aparthotel,Price is cheaper than many other hotels. The bedsheets were clean.,I would pay more for a better hotel. we get only what we pay. The bed is small. The drain of the shower room was blocked. The staff service was not so professional.,6.7
5234,25604,Aparthotel Adagio Access Bruxelles Europe Aparthotel,Friendly staff,The location is a little bit far away from center.,6.7
5235,24913,Aparthotel Adagio Access Bruxelles Europe Aparthotel,"The location is about 20 minutes walk from the main centre through a lovely park.
Little cafe in the foyer with a pizza oven selling sandwiches, snacks and pizza.
They let us store our bags all day when leaving. ",Nothing,9.6
5236,25105,Hotel Du Congres,The room I had was cozy and just right for me. It's simple and clean.,It was a walk from and to the central train station. It may take some people 15 minutes but someone who never been there it's more then 15 min. It's also quite a bit of a walk to the central plaza. Dragging my luggage on the cobble stone sidewalk was not easy.,8.3
5237,25765,Hotel Du Congres,"The bathroom was all renovated and very clean, although really small.
Friendly staff and good breakfast for a fair price.",The double room I booked was a bit disappointing because the queen bed (only one) was so small..,7.1
5238,25884,Hotel Du Congres,Great comfortable bed and room with balcony was exceptional!,Was great overall but there was a smell of cigar when entering the room!,7.9
5239,25819,Hotel Du Congres,"Just a minute away from many various restaurants, a subway station and a tram stop. The room was pretty silent, everything worked. Nice selection of bread and grains at breakfast.","The single room was pretty basic: no kettle, no fridge, no storage box. Only two power sockets: you'll need to choose between charging your laptop or turning a desk lamp on. It's a bit cold in winter, but quite a right amount for me.",8.3
5240,25506,Hotel Du Congres,Was really comfy room.,"They should put air condition for summer and 1 mirrow on the room, just one in the toilet",7.9
5241,25719,Hotel Du Congres,"The hotel was in a perfect position for the purpose I had in Brussels, easy to access. The breakfast war just fine. I had troubles with self cooked egs, but the rest was just ok.","Even though I expected no luxtury, the room I stayed in had such a heavy smell that it was difficult to relax.",7.1
5242,26001,Hotel Du Congres,Ground floor reception was all veryy satisfactory and a good standard of breakfast,"I had a poorly presented room which was more like a hostel - over hot and no opportunity to regulate. 
No material about Brussels in the room
No water or option too make a tea",6.0
5243,25092,Hotel Du Congres,"Nice bed,very good location. Very helpful personnel.  Clean room.",No refrigerator in the room. It was a bit cold in the room. Poor breakfast.,7.0
5244,26048,Hotel Du Congres,Good location and good breakfast.,Very small rooms and very small bed.,5.0
5245,25367,Hotel Du Congres,Clean and confortable. Fair price.,Poor breakfast.,7.9
5246,25338,Hotel Du Congres,"A very nice and charming Hotel - breakfast was fine, rooms were basic but fine. Overall, the atmosphere and building is very nice and charming as said","As usual, prices are high in Brussels during these days",8.8
5247,25639,Hotel Du Congres,"Well located near metro station Madou, good breakfast, very clean.","My room was newly renovated and the paint was still smelling. When I arrived, 9 o'clock in the evening, in the room was very cold and it warmed very slowly after I opened the heating, During the night, it was a little bit noisy because the window was to the boulevard.",7.9
5248,26352,Hotel Du Congres,,Very noisy and room was not confortable.,3.8
5249,25080,Hotel Du Congres,bed. room size for solo traveler. i booked the double bed.,,7.0
5250,25730,Hotel Du Congres,newly renovated. very nice,need more mirrors. only one in the bathroom for three people was hard to manage,9.2
5251,25210,Hotel Du Congres,Excellent location.,Thin walls and street noise.,9.2
5252,26217,Hotel Du Congres,,breakfast was very poor. among others there were no eggs,4.0
5253,25349,Hotel Du Congres,Excellent location Comfortable bad Clean room,Useless WiFi Thin walls,8.3
5254,25712,Hotel Du Congres,Everything especially value for money,Nothing,9.2
5255,25177,Hotel Du Congres,"Staff so friendly and helpful 
",More accessible mirrors,8.3
5256,25871,Hotel Du Congres,"Well located, in a quite area, perfect price/quality ratio for basic accommodation. The bed was incredibly comfortable.",Room in need of a little refurbishment. Cleanliness needs to be improved especially in the room itself.,7.5
5257,25378,Hotel Du Congres,"Excellent location, friendly staff.",The room was the smallest and most basic hotel room I've ever stayed in but since I just needed somewhere to put my head down for the couple nights I was okay with it. If I had intended to spend any length of time in the room I think I would have found it too claustrophobic. I didn't get the impression from the website that it would be as small as it was.,7.9
5258,25777,Hotel Du Congres,"I love the hotel design, location and staff. The bed was comfy, quiet, suitable for a short business stay. ",A minibar would be useful.,9.2
5259,26147,Hotel Du Congres,Small and basic but very clean. In a nice location for some bars and restaurants,The walls were very thin and when I woke in the night I couldn't get back to sleep as the person next door was snoring very loudly!,6.0
5260,25066,Hotel Du Congres,Good location; easy to find; near a Metro station with easy access to Brusells Midi; easy walking distance from Gare Centrale. A pleasant old building with quiet rooms.,"Breakfast rather unimaginative, but for an alternative there are many cafes within easy distance. Tea/coffee facilities in the rooms would be a welcome extra.",8.0
5261,26057,Hotel Du Congres,"The location. But is is full of hotels nearby, I'll never get there anymore. The fact that I had to stay only one night.  They kept my luggage during the day (as every hotel do). The day manager was polite.","Room at the third floor of a dependance across the road; incredibly no lift; 6 flights like the one in the picture for 130 euros. . Not even a warning of it. Small room. Extremely small shower. Do to a problem of the mixer, unusable (only extremely hot water coming out). Get to get out and across the road in order to have breakfast.",1.0
5262,25910,Hotel Du Congres,"Location is exellent, centre of the city. Five minutes of walking to Central Station. Taste of old part of city.  Staff is very frendly. Breckfast good. Optimal solution value for money.",,7.9
5263,25545,Hotel Du Congres,"Great value for money for solo travellers. Neat modern rooms, 24 h reception, bed is comfortable. Maybe rooms lacking some spirit, but yet again this is a conference hotel. Tidy and functioning.",,8.8
5264,12530,Hotel Du Parc,,Pictures give a different image of the hotel. Not so hygienic. Price can go down not worth the price.,5.8
5265,12364,Hotel Du Parc,The staff was very friendly and helpful. The breakfast was good and the staff was again very helpful. The hotel is a little bit noisy but it's  an authentic old UNESCO building with art deco elements and a very good art deco cafe you must visite. Next time I book the same hotel,"Little bit noisy
The matrass of the bed . . ",8.0
5266,12494,Hotel Du Parc,Location,"Room was dark, like a cell. Shower room was tiny,  toilet was separate with no whb. Window opened onto a service shaft. If I looked out and up I could see the sky FAR abive. .IT SHOULD NOT BE SOLD AS A BEDROOM IN BOOKING COM. I complained, and changed rooms after 1 night. 2nd room was normal, ok. Also the lift was out if order after one day, there are five floors! I was on the 3rd.",6.7
5267,12573,Hotel Du Parc,The location is very good in the centre and close to the beach. It's a beautiful art deco building wit a nice breakfast room.,The rooms itself have no style and the bathroom of nr. 202 is very old and outdated. No place to put your things in the bathroom and even no place to hang a towel near the washbasin. The breakfast was refilled very slowly:a lot of food was missing.,7.1
5268,12482,Hotel Du Parc,Location was excellent for a concert at the Kursaal  Casino and the seafront.  The double rooms on the front looked very nice from what I could see when the cleaner left the door open.,"After seeing the photos on the website I was disappointed to be given a very budget room overlooking the neighbouring wall,  Double bed was comfy but took up 2/3 room, I had to rearrange the furniture to avoid tripping over it in the night!  The hotel had an air of faded grandeur about it, but this room had faded quicker than most.",7.9
5269,12542,Hotel Du Parc,"Friendly, relaxed, central location",Room not cleaned very well.,7.1
5270,12429,Hotel Du Parc,"its i superb location, near the beach and the shops and the bars. It is not modern, well priced. good breakfast",parking,8.3
5271,12591,Hotel Du Parc,Friendly staff nice breakfast,Toilet was a bit cramped,7.9
5272,12469,Hotel Du Parc,"Great location, wonderful art deco cafe, clean.",It's all a bit dated and is in need of some renovation. Breakfast is average.,7.1
5273,12582,Hotel Du Parc,The room where they serve the breakfast has a very nice atmosphere. The bedrooms are quite modest and bathroom could benifit from renovation. Saturday night we experienced quite some noice from the street. But breakfast in the morning makes everything ok,,7.1
5274,12375,Hotel Du Parc,Good mattress,Old and not well maintained but all you need is available,5.8
5275,12415,Hotel Du Parc,Location.,I stayed at the fourth floor and the street noise made me feel like I was just at the corner of the street. No noise reduction at all.,5.8
5276,12456,Hotel Du Parc,"good breakfast, many choices",no airco in the rooms,8.3
5277,12401,Hotel Du Parc,"I first stayed at this hotel about 18 years ago and I was so impressed with its location, decor and historic charm that I have visited there almost every year since.",,8.0
5278,5011,Hotel Du Parlement,"Very nice staff, ready to help. Good location, easy chek in on the reception till midnight. Everyday cleaning, clean bad linen.","Very old building, the interior needs the renovation. Very old room.",6.7
5279,4933,Hotel Du Parlement,"Location, customer service :)!",Not elevator,7.9
5280,4998,Hotel Du Parlement,"position, size of room","- noise, until 1 pm, from a nearby disco - mosquito, due to the owners having left the windows opened in the evening - it's modest, but that's ok for the price category in that area (considering the discount, without the discount it I would have found a better deal in another part of the city)",6.3
5281,4894,Hotel Du Parlement,"Location - close to the EU Parliament.
The room was big (I had one at the penthouse) and the bed comfortable. ","Difficult to carry a bag up and down the stairs. The steps are too small, some of them quite shabby.
The staircase looks unkempt. 
The reception and breakfast bar were not open at 7.30 in the morning. I had to eat breakfast in another hotel.  
",6.3
5282,4907,Hotel Du Parlement,"best location, near to almost everything, adequate facilities, really kind stuff - especially the women -, clean room",,6.7
5283,5363,Hotel Du Parlement,Perfect location within commutable & walking distance of all amenities and sights. Foudil welcomed us like long lost friends and couldn't have been more helpful. The room was clean and comfy with a lovely little bathroom.,"If you have a problem with climbing stairs, take note that there is no lift. Other than that, there is absolutely nothing to dislike about this establishment.",9.6
5284,4795,Hotel Du Parlement,"Hotel is located near to the train station, very good accessible from the airport and near to the EU district. Clean bathroom and bed. Good for short-term stay if you do not stay in the hotel lot of the time. Very friendly staff.","I used to stay at cheaper hotels in higher quality and with better facilities. Okay, nothing against simplicity and a bit old-fashioned equipment, but in this case.I pay just for the location? I missed normal chair for sitting to the table and work, perfect was kettle etc. but just with tea..unfortunately without coffee ;-).",7.0
5285,5258,Hotel Du Parlement,"Nothing to like, would not recommend.","Shabby, no lift, no telephone, poor bed linen, poor lighting, no pop up plug in sink in first room offered (receptionist blamed maid!), poor curtains did not stop street lights, paint flaking off wall, television too small  and too far away; poor breakfast with only milk available being UHT full fat which apart from its unhealthy nature tastes horrible. A thoroughly unpleasant experience. Take breakfast elsewhere.",3.3
5286,4866,Hotel Du Parlement,TV had BBC and English channels,Decor needs attention,6.7
5287,5465,Hotel Du Parlement,Location was perfect.,Firmer bed. Fresh bread for breakfast.,8.3
5288,4824,Hotel Du Parlement,they hate a water boiler in the room with tea. and its a cozy room,,7.5
5289,5446,Hotel Du Parlement,,The bed was too soft and the environment very noisy at night although I kept the windows shut.,5.4
5290,5294,Hotel Du Parlement,good location if you are in Brussels for a short period of time for work.,Everything was as expected.,9.6
5291,5423,Hotel Du Parlement,"The room was clean, staff were friendly and the location is very close to the centre. ",The hotel looks old but it gave me the feeling of living in a little worn down apartment than a hotel. So it was not really a problem for me. There was no cupboard in the room to keep your stuff.,7.9
5292,4838,Hotel Du Parlement,,"Hotel  does offer any breakfest including price. Breakfast is possible to order in price 7,0 EUR. However from 8,00am.",7.0
5293,4959,Hotel Du Parlement,"Location, price","Noise from the street in the evening, curtains didn't close good enough to prevent for the street light to enter the room. There was kettle and some teabags, but no coffee.",7.1
5294,5045,Hotel Du Parlement,"Handy location for parliament and surroundings, good size room. Decent powerful shower (though there was no holder for it), nice old building with high ceilings and pleasant staff.","Maybe don't stay in room 13! Was not the cleanest room, mattress did not quite fit the bed, furniture and fittings were very worn. curtains very thin and also did not quite cover the window, so did not block out the flashing light form the kebab house opposite - this did thankfully stop flashing at about 11pm, though this was only on a Tuesday night.",6.3
5295,5059,Hotel Du Parlement,"location was nice in lively neighbourhood, relatively close to subway","smell of sewerage in the room on the third floor, bathroom, room could do with proper renovation and modernisation. Very seventies like. Coffee and tea making facilities but no tea of coffee available",6.3
5296,5066,Hotel Du Parlement,Convenient location for my meeting,NOT HOT WATER FOR SHOWER IN THE MORNING!,6.7
5297,5456,Hotel Du Parlement,N.A.,"The hotel is a very bad choice given the price they charge and compared to other hotels in the same area. Interior is in bad shape, no wardrobe, dresser full with towels and no space for own clothes. The bathroom is run down and with broken door and sink. Cheap and carelessly chosen furnishing. No wonder one has to pay in advance before seeing the room. Clear recommendation to stay away!",4.2
5298,5312,Hotel Du Parlement,Location and all .. its ok with the price ..,No lift,8.3
5299,4946,Hotel Du Parlement,The location The prize,"no lift, old stairs, old room and equipment, Small and  darken bathroom.",6.7
5300,5035,Hotel Du Parlement,The staff was friendly. The location is fine. It's about half an hour walk from the main square but well connected with public transportation.,The bathroom should be renovated.,7.5
